cell_id,date,scenario,failure_day,load_index,sinr_db,rsrp_dbm,rsrq_db,cqi_mean,avg_rank,mcs_dl_mean,bler_dl_pct,ul_bler_pct,harq_retx_ratio,prb_util_dl_pct,ul_prb_util_pct,active_users,traffic_volume_gb,mu_mimo_ratio,rank_1_ratio,bfr_count,beam_switch_count,beam_concentration,rrc_setup_success_pct,drb_setup_success_pct,prach_success_pct,pucch_util_pct,ul_rssi_dbm,cqi_rank_gap,beam_efficiency,sinr_cqi_delta
Cell_0003,01/11/2024,healthy,-1,1.0,17.107,-73.04,-8.256,10.183,2.464,23.549,3.039,2.524,0.109,40.6,34.906,11.0,3.932,0.711,0.312,3.0,1.0,0.252,97.688,98.295,97.977,28.038,-112.275,4.132,0.425,1.83
Cell_0003,01/12/2024,healthy,-1,0.929,17.903,-68.873,-8.133,10.375,2.209,23.746,2.923,2.78,0.07,27.643,29.912,7.0,2.82,0.737,0.262,3.0,3.0,0.236,99.347,100.0,98.058,33.655,-109.9,4.697,0.395,2.34
Cell_0003,01/13/2024,healthy,-1,0.833,15.676,-72.051,-9.842,11.299,2.387,22.664,2.453,3.022,0.109,38.36,32.215,7.0,2.639,0.726,0.308,2.0,3.0,0.212,97.731,98.582,98.222,24.722,-113.136,4.733,0.422,-1.27
Cell_0003,01/14/2024,healthy,-1,0.701,16.49,-76.638,-8.828,10.523,1.863,23.719,3.309,3.139,0.086,29.357,27.087,8.0,2.52,0.756,0.26,0.0,0.0,0.217,98.076,99.619,97.88,20.611,-107.057,5.647,0.34,0.71
Cell_0003,01/15/2024,healthy,-1,1.0,14.831,-70.466,-8.98,11.129,2.299,23.325,3.189,3.161,0.058,34.976,40.2,8.0,3.771,0.798,0.229,1.0,1.0,0.23,98.6,97.932,100.0,34.934,-106.428,4.84,0.444,-1.86
Cell_0003,01/16/2024,healthy,-1,1.0,15.645,-70.593,-8.581,9.98,2.066,22.498,3.08,3.225,0.071,38.467,43.696,9.0,3.557,0.778,0.207,1.0,7.0,0.203,97.132,100.0,99.566,25.779,-111.855,4.829,0.389,0.68
Cell_0003,01/17/2024,healthy,-1,1.0,16.782,-68.341,-8.007,10.352,2.064,23.56,2.952,3.029,0.076,31.859,43.183,6.0,3.969,0.772,0.212,0.0,0.0,0.241,98.827,100.0,100.0,34.138,-112.039,5.015,0.387,1.25
Cell_0003,01/18/2024,healthy,-1,1.0,14.436,-66.429,-9.083,11.202,2.138,22.894,2.872,3.929,0.081,37.274,36.721,8.0,3.944,0.745,0.262,4.0,3.0,0.192,98.675,100.0,99.636,31.245,-108.956,5.241,0.387,-2.37
Cell_0003,01/19/2024,healthy,-1,0.942,15.613,-65.419,-9.783,10.083,1.958,24.041,3.415,3.733,0.088,34.263,31.969,9.0,4.317,0.755,0.213,3.0,5.0,0.227,99.951,98.106,99.14,30.908,-105.382,5.149,0.357,0.49
Cell_0003,01/20/2024,healthy,-1,0.85,15.279,-68.389,-8.612,11.239,2.243,22.953,2.941,3.202,0.053,28.866,29.045,10.0,3.123,0.808,0.201,3.0,1.0,0.157,97.971,100.0,99.153,27.83,-104.655,5.011,0.44,-1.58
Cell_0003,01/21/2024,healthy,-1,0.754,16.503,-70.048,-8.252,10.196,2.204,21.733,2.975,3.393,0.092,26.614,27.211,6.0,3.312,0.638,0.356,1.0,1.0,0.202,97.498,98.81,98.685,21.655,-114.15,4.625,0.341,1.21
Cell_0003,01/22/2024,healthy,-1,1.0,16.998,-74.882,-9.003,10.391,2.216,23.541,3.243,3.086,0.075,34.949,37.548,6.0,4.242,0.759,0.267,2.0,4.0,0.27,98.412,98.468,98.766,34.995,-106.234,4.689,0.407,1.41
Cell_0003,01/23/2024,healthy,-1,1.0,17.189,-70.265,-9.181,11.657,2.31,23.498,3.098,1.874,0.108,32.857,40.166,7.0,5.009,0.777,0.236,2.0,8.0,0.243,97.697,99.252,97.684,29.024,-109.743,5.045,0.435,-0.3
Cell_0003,01/24/2024,healthy,-1,0.993,17.483,-70.229,-9.063,10.318,2.406,21.975,3.744,3.278,0.086,33.647,35.619,8.0,3.632,0.808,0.214,1.0,7.0,0.256,98.82,99.233,100.0,32.385,-109.679,4.289,0.468,2.01
Cell_0003,01/25/2024,healthy,-1,0.923,17.91,-71.4,-8.492,10.688,2.12,24.103,2.21,3.418,0.102,29.259,36.976,9.0,3.222,0.699,0.286,2.0,4.0,0.199,96.944,99.131,97.282,32.935,-107.882,5.041,0.362,1.88
Cell_0003,01/26/2024,healthy,-1,0.942,17.035,-69.044,-9.07,10.987,2.248,24.042,3.139,2.478,0.104,37.908,38.061,9.0,4.175,0.695,0.326,0.0,3.0,0.219,98.183,100.0,98.03,34.13,-111.121,4.887,0.379,0.55
Cell_0003,01/27/2024,healthy,-1,0.826,18.499,-67.659,-8.723,10.739,2.22,22.221,2.686,3.513,0.104,27.764,32.673,7.0,3.258,0.795,0.233,1.0,5.0,0.25,97.864,100.0,100.0,24.857,-105.937,4.838,0.43,2.39
Cell_0003,01/28/2024,healthy,-1,0.805,16.477,-73.157,-8.856,10.758,2.233,22.465,2.58,3.131,0.082,26.176,27.831,8.0,3.576,0.644,0.355,0.0,5.0,0.233,99.342,98.27,99.214,26.401,-104.861,4.818,0.35,0.34
Cell_0003,01/29/2024,healthy,-1,1.0,16.142,-73.201,-8.902,10.56,2.235,23.066,2.798,3.434,0.081,40.168,40.801,8.0,4.128,0.841,0.144,1.0,2.0,0.23,97.981,98.948,99.255,29.735,-104.739,4.724,0.457,0.3
Cell_0003,01/30/2024,healthy,-1,1.0,17.035,-71.232,-8.558,9.768,2.418,22.35,3.029,3.145,0.086,38.419,47.089,9.0,2.549,0.774,0.212,3.0,3.0,0.259,97.066,99.777,99.71,40.412,-115.6,4.04,0.453,2.38
Cell_0004,01/01/2024,healthy,-1,0.993,18.567,-68.598,-9.574,11.117,3.658,22.676,2.64,0.932,0.084,38.61,24.616,17.0,5.986,0.657,0.327,0.0,2.0,0.183,98.789,99.621,100.0,31.312,-106.566,3.039,0.585,1.89
Cell_0004,01/02/2024,healthy,-1,0.942,17.094,-73.103,-9.312,12.21,3.385,20.857,2.002,1.026,0.077,36.55,29.811,13.0,6.478,0.725,0.282,2.0,6.0,0.184,98.228,99.031,99.98,30.002,-109.012,3.608,0.601,-1.22
Cell_0004,01/03/2024,healthy,-1,0.977,14.518,-68.621,-9.546,12.663,3.273,22.676,2.265,0.689,0.068,35.064,25.909,20.0,5.027,0.673,0.363,4.0,2.0,0.181,98.019,98.692,100.0,27.207,-105.388,3.869,0.538,-4.48
Cell_0004,01/04/2024,healthy,-1,0.928,19.846,-73.087,-9.838,11.635,3.383,20.83,1.614,1.181,0.06,35.611,23.921,24.0,6.161,0.545,0.471,3.0,1.0,0.158,99.66,99.152,100.0,27.529,-103.934,3.44,0.453,2.39
Cell_0004,01/05/2024,healthy,-1,0.964,18.766,-68.549,-9.082,11.063,3.352,23.07,1.908,1.264,0.061,31.119,22.946,18.0,5.328,0.818,0.194,0.0,2.0,0.126,98.185,97.554,99.115,29.533,-105.15,3.3,0.673,2.17
Cell_0004,01/06/2024,healthy,-1,0.827,16.844,-74.815,-9.283,13.021,3.44,21.947,2.183,1.14,0.057,30.826,17.114,11.0,6.106,0.648,0.32,0.0,2.0,0.216,99.537,96.526,99.305,23.342,-107.244,3.786,0.545,-2.69
Cell_0004,01/07/2024,healthy,-1,0.767,16.248,-71.045,-8.977,11.217,2.875,20.824,2.074,1.43,0.052,26.613,23.078,15.0,5.621,0.74,0.262,2.0,4.0,0.15,98.787,99.376,100.0,19.447,-108.762,3.901,0.521,-0.58
Cell_0004,01/08/2024,healthy,-1,0.976,17.753,-73.104,-8.892,12.016,3.302,21.785,2.294,1.176,0.072,27.315,29.626,20.0,5.881,0.638,0.361,2.0,2.0,0.136,99.892,100.0,98.249,27.101,-107.454,3.639,0.514,-0.27
Cell_0004,01/09/2024,healthy,-1,1.0,17.511,-68.317,-8.693,12.705,3.335,21.832,1.857,1.25,0.069,29.649,31.469,16.0,8.468,0.66,0.346,1.0,1.0,0.18,97.76,97.192,99.879,25.276,-105.121,3.81,0.54,-1.55
Cell_0004,01/10/2024,healthy,-1,0.97,17.921,-67.623,-9.199,11.465,3.214,23.634,1.506,1.265,0.07,31.903,26.856,16.0,6.011,0.617,0.376,2.0,4.0,0.141,97.897,97.872,98.74,28.02,-105.011,3.567,0.488,0.72
Cell_0004,01/11/2024,healthy,-1,0.968,16.251,-70.217,-8.673,11.337,3.408,22.63,2.385,0.627,0.06,35.512,26.329,15.0,4.752,0.667,0.367,0.0,3.0,0.16,98.512,99.657,100.0,21.819,-105.459,3.327,0.554,-0.75
Cell_0004,01/12/2024,healthy,-1,0.914,18.593,-70.31,-9.712,11.385,3.665,21.363,1.755,1.135,0.066,30.072,24.391,15.0,5.228,0.672,0.329,3.0,3.0,0.189,98.594,99.268,99.435,27.28,-111.357,3.107,0.605,1.51
Cell_0004,01/13/2024,healthy,-1,0.814,16.694,-68.786,-8.839,12.414,3.262,24.285,2.197,0.846,0.059,26.984,21.929,14.0,4.446,0.701,0.302,0.0,7.0,0.215,98.439,100.0,99.46,18.77,-107.305,3.806,0.559,-1.93
Cell_0004,01/14/2024,healthy,-1,0.763,18.089,-67.606,-9.048,12.526,3.387,23.138,2.18,0.878,0.057,28.921,23.839,12.0,5.22,0.688,0.273,0.0,3.0,0.186,100.0,99.977,100.0,20.807,-109.269,3.698,0.569,-0.7
Cell_0004,01/15/2024,healthy,-1,0.988,16.303,-70.674,-9.152,11.8,3.594,22.058,1.532,0.906,0.079,32.898,27.717,14.0,5.216,0.627,0.371,1.0,4.0,0.168,100.0,99.739,98.382,30.06,-105.092,3.284,0.555,-1.4
Cell_0004,01/16/2024,healthy,-1,1.0,20.467,-72.195,-9.054,13.107,3.267,20.692,2.363,1.017,0.065,39.927,29.178,19.0,5.953,0.679,0.344,2.0,4.0,0.176,99.085,98.157,99.667,31.398,-109.692,4.012,0.541,0.81
Cell_0004,01/17/2024,healthy,-1,1.0,18.107,-68.947,-9.705,11.799,3.03,21.959,1.868,1.171,0.068,39.343,26.873,18.0,6.783,0.791,0.22,1.0,2.0,0.139,99.201,99.432,99.273,30.989,-105.777,3.895,0.588,0.41
Cell_0004,01/18/2024,healthy,-1,1.0,20.752,-76.042,-9.814,12.69,3.37,22.188,2.058,1.137,0.071,35.315,31.829,17.0,6.612,0.784,0.173,4.0,2.0,0.168,98.556,100.0,99.982,29.776,-108.139,3.766,0.647,1.72
Cell_0004,01/19/2024,healthy,-1,0.952,18.266,-68.205,-8.469,11.471,2.733,22.849,1.932,1.065,0.065,36.066,21.663,17.0,6.153,0.734,0.257,5.0,4.0,0.168,97.752,98.75,100.0,23.628,-113.276,4.198,0.492,1.06
Cell_0004,01/20/2024,healthy,-1,0.83,16.587,-72.791,-9.338,13.426,2.711,23.117,2.538,1.183,0.066,31.069,20.498,11.0,5.48,0.746,0.288,1.0,7.0,0.181,98.61,98.797,98.851,26.615,-104.236,4.953,0.493,-3.55
Cell_0004,01/21/2024,healthy,-1,0.786,18.268,-71.46,-9.345,12.886,3.306,23.34,2.453,1.193,0.053,27.005,22.928,15.0,4.806,0.825,0.172,2.0,3.0,0.219,99.551,99.052,98.262,19.565,-107.312,3.898,0.665,-1.06
Cell_0004,01/22/2024,healthy,-1,0.95,18.355,-68.186,-9.771,11.686,2.7,20.628,1.486,1.138,0.055,36.352,31.378,16.0,4.672,0.741,0.265,3.0,6.0,0.136,100.0,98.255,98.648,30.813,-103.126,4.328,0.493,0.83
Cell_0004,01/23/2024,healthy,-1,0.989,17.717,-71.956,-9.946,12.79,2.933,22.669,2.733,0.791,0.054,38.363,27.178,19.0,6.024,0.745,0.287,3.0,4.0,0.169,99.773,99.179,99.221,30.494,-112.588,4.361,0.531,-1.47
Cell_0004,01/24/2024,healthy,-1,0.989,18.028,-68.947,-9.301,12.755,3.145,22.256,1.834,0.949,0.069,31.532,25.465,19.0,6.857,0.62,0.377,2.0,4.0,0.138,97.298,99.154,99.516,32.987,-108.169,4.056,0.478,-1.1
Cell_0004,01/25/2024,healthy,-1,0.985,18.187,-67.556,-9.418,12.874,3.067,25.439,2.685,1.071,0.064,35.23,30.455,21.0,6.247,0.646,0.37,0.0,4.0,0.167,98.504,100.0,99.567,28.321,-107.927,4.197,0.482,-1.12
Cell_0004,01/26/2024,healthy,-1,0.949,16.065,-70.468,-9.26,10.023,3.197,22.508,1.963,1.185,0.055,33.909,27.538,17.0,6.506,0.707,0.301,0.0,5.0,0.159,97.338,98.725,100.0,24.534,-106.362,3.135,0.554,1.03
Cell_0004,01/27/2024,healthy,-1,0.813,15.979,-69.898,-9.22,12.285,3.482,21.737,1.937,0.854,0.069,31.098,25.82,17.0,4.805,0.663,0.35,0.0,4.0,0.146,99.944,99.58,100.0,19.707,-111.494,3.528,0.566,-2.45
Cell_0004,01/28/2024,healthy,-1,0.75,16.306,-71.118,-8.108,12.16,3.284,22.559,1.966,1.065,0.069,25.269,18.376,13.0,5.585,0.652,0.356,3.0,2.0,0.197,98.382,98.755,100.0,18.467,-105.481,3.702,0.525,-1.93
Cell_0004,01/29/2024,healthy,-1,0.995,17.42,-70.453,-9.417,12.11,3.041,22.426,1.919,0.817,0.057,32.981,31.379,17.0,3.975,0.659,0.33,1.0,3.0,0.183,98.743,99.545,100.0,22.939,-101.081,3.982,0.491,-0.74
Cell_0004,01/30/2024,healthy,-1,0.981,16.996,-73.941,-8.529,11.931,3.537,20.204,2.814,1.231,0.063,35.146,23.306,18.0,6.488,0.628,0.363,5.0,5.0,0.194,99.264,98.665,100.0,31.305,-105.705,3.373,0.54,-0.9
Cell_0005,01/01/2024,beam_misalignment,-1,1.0,11.244,-94.798,-11.522,6.247,1.254,16.189,19.632,11.201,0.241,23.059,37.345,8.0,0.885,0.217,0.791,10.0,18.0,0.441,92.9,92.442,90.026,22.839,-100.279,4.98,0.055,1.87
Cell_0005,01/02/2024,beam_misalignment,-1,0.959,11.387,-95.982,-12.488,6.054,1.504,15.389,8.103,8.592,0.222,25.126,35.027,9.0,1.072,0.197,0.833,9.0,21.0,0.4,94.026,94.484,86.932,20.527,-96.675,4.025,0.068,2.31
Cell_0005,01/03/2024,beam_misalignment,-1,0.977,11.405,-97.68,-11.768,4.932,1.588,16.038,6.891,13.011,0.206,31.291,47.728,6.0,1.055,0.233,0.784,12.0,16.0,0.485,86.817,91.926,89.297,15.865,-87.93,3.106,0.086,4.01
Cell_0005,01/04/2024,beam_misalignment,-1,0.998,12.478,-96.122,-11.534,5.309,1.486,16.429,7.859,9.681,0.194,29.108,41.611,8.0,1.5,0.23,0.721,7.0,31.0,0.476,90.55,90.676,85.42,24.596,-95.89,3.574,0.079,4.51
Cell_0005,01/05/2024,beam_misalignment,-1,0.934,12.395,-94.5,-11.988,5.125,1.0,16.43,8.043,9.503,0.185,24.13,31.742,9.0,1.144,0.204,0.808,6.0,15.0,0.484,91.793,89.411,88.215,22.05,-99.652,5.125,0.047,4.71
Cell_0005,01/06/2024,beam_misalignment,-1,0.851,11.338,-87.03,-12.453,5.346,0.603,17.182,7.852,15.349,0.176,18.574,27.071,7.0,0.938,0.232,0.848,14.0,23.0,0.377,91.61,93.26,89.897,20.343,-99.662,8.864,0.032,3.32
Cell_0005,01/07/2024,beam_misalignment,-1,0.796,11.547,-92.146,-11.949,5.414,1.292,16.124,7.297,12.253,0.236,19.594,29.219,7.0,0.833,0.254,0.771,12.0,15.0,0.435,94.708,95.186,88.662,17.408,-98.282,4.189,0.076,3.43
Cell_0005,01/08/2024,beam_misalignment,-1,1.0,13.349,-98.438,-13.169,5.556,1.0,14.852,8.352,12.945,0.231,23.074,43.085,8.0,1.211,0.262,0.804,8.0,21.0,0.395,87.571,90.435,91.975,27.312,-94.666,5.556,0.06,5.02
Cell_0005,01/09/2024,beam_misalignment,-1,0.971,10.017,-98.388,-12.215,3.746,1.163,14.586,6.897,12.091,0.184,21.252,37.546,8.0,0.882,0.237,0.805,6.0,16.0,0.428,86.516,93.012,88.76,31.19,-97.431,3.222,0.064,4.4
Cell_0005,01/10/2024,beam_misalignment,-1,1.0,11.732,-99.13,-12.476,5.471,1.29,13.938,6.614,10.544,0.208,28.96,29.935,9.0,1.233,0.236,0.819,11.0,24.0,0.381,95.004,89.534,87.111,22.399,-100.545,4.241,0.071,3.53
Cell_0005,01/11/2024,beam_misalignment,-1,0.958,11.959,-96.219,-12.611,5.067,1.242,15.832,8.858,9.095,0.202,25.896,36.245,7.0,0.845,0.217,0.795,12.0,13.0,0.466,92.615,91.044,92.738,27.865,-100.552,4.079,0.061,4.36
Cell_0005,01/12/2024,beam_misalignment,-1,0.883,10.883,-99.134,-13.76,4.905,1.327,17.657,8.748,10.805,0.228,27.975,33.997,10.0,0.852,0.251,0.77,13.0,29.0,0.382,90.198,92.56,90.619,22.954,-97.406,3.696,0.076,3.53
Cell_0005,01/13/2024,beam_misalignment,-1,0.842,11.664,-93.002,-13.159,5.696,1.069,15.037,6.436,9.652,0.209,20.345,24.575,8.0,0.642,0.195,0.815,7.0,15.0,0.334,91.554,88.884,84.939,21.039,-97.836,5.328,0.049,3.12
Cell_0005,01/14/2024,beam_misalignment,-1,0.795,10.724,-107.856,-12.694,6.051,1.24,16.297,5.809,9.754,0.199,21.338,30.675,8.0,0.914,0.248,0.752,7.0,15.0,0.499,91.684,92.034,86.376,18.969,-96.219,4.88,0.072,1.65
Cell_0005,01/15/2024,beam_misalignment,-1,0.974,12.551,-92.715,-11.507,5.641,1.354,14.423,6.795,8.626,0.187,22.514,33.708,10.0,1.065,0.216,0.814,12.0,25.0,0.433,90.154,90.526,85.93,24.01,-94.406,4.167,0.068,4.09
Cell_0005,01/16/2024,beam_misalignment,-1,1.0,10.221,-93.952,-12.031,5.004,1.327,15.9,7.852,11.507,0.208,25.253,31.43,9.0,0.964,0.264,0.716,12.0,24.0,0.37,91.499,93.18,88.885,28.325,-87.311,3.77,0.081,2.72
Cell_0005,01/17/2024,beam_misalignment,-1,0.981,13.053,-89.249,-11.469,4.709,1.408,17.56,9.393,13.982,0.191,25.758,43.83,10.0,0.889,0.239,0.836,7.0,20.0,0.408,91.888,91.762,88.754,21.086,-103.734,3.344,0.076,5.99
Cell_0005,01/18/2024,beam_misalignment,-1,0.985,11.713,-91.088,-11.208,3.691,1.398,16.666,7.823,12.259,0.205,25.461,33.915,9.0,1.252,0.222,0.741,7.0,14.0,0.391,94.918,93.797,88.741,23.713,-95.31,2.641,0.071,6.18
Cell_0005,01/19/2024,beam_misalignment,-1,0.94,11.271,-98.521,-11.993,5.374,1.25,13.146,7.082,11.133,0.198,25.385,33.786,7.0,0.971,0.217,0.815,9.0,21.0,0.415,92.999,91.552,84.891,26.915,-97.617,4.299,0.063,3.21
Cell_0005,01/20/2024,beam_misalignment,-1,0.793,10.614,-91.624,-12.156,5.583,1.348,16.486,8.185,11.243,0.191,23.364,28.454,7.0,0.739,0.238,0.817,11.0,21.0,0.448,94.414,89.558,86.632,22.071,-105.233,4.142,0.074,2.24
Cell_0005,01/21/2024,beam_misalignment,-1,0.759,13.016,-96.065,-13.112,5.223,1.177,16.557,19.673,6.141,0.176,22.13,29.206,5.0,1.029,0.236,0.757,5.0,11.0,0.441,88.789,89.329,87.49,16.336,-93.104,4.438,0.056,5.18
Cell_0005,01/22/2024,beam_misalignment,-1,0.979,11.03,-104.478,-10.569,5.77,1.275,15.867,6.348,10.593,0.212,24.273,44.361,5.0,0.93,0.213,0.743,10.0,23.0,0.425,90.607,88.552,84.554,23.843,-96.351,4.525,0.064,2.38
Cell_0005,01/23/2024,beam_misalignment,-1,1.0,10.422,-94.507,-13.495,4.581,1.13,16.637,6.355,8.891,0.201,26.769,33.892,7.0,1.233,0.226,0.82,7.0,12.0,0.415,91.683,93.232,86.222,27.065,-94.867,4.055,0.06,3.55
Cell_0005,01/24/2024,beam_misalignment,-1,0.917,13.04,-98.237,-12.174,5.187,1.523,14.296,6.387,11.54,0.242,26.57,34.21,8.0,0.799,0.248,0.76,10.0,24.0,0.459,87.735,96.776,90.132,24.636,-104.664,3.405,0.088,5.26
Cell_0005,01/25/2024,beam_misalignment,-1,0.993,10.733,-95.263,-11.561,5.145,1.275,15.695,10.984,10.871,0.175,29.429,38.696,10.0,0.99,0.187,0.846,14.0,10.0,0.335,93.397,92.868,85.024,27.614,-98.867,4.036,0.053,3.01
Cell_0005,01/26/2024,beam_misalignment,-1,0.917,11.688,-87.398,-11.549,5.219,1.523,17.328,9.039,9.837,0.215,23.003,32.247,7.0,1.039,0.243,0.753,8.0,19.0,0.384,92.412,95.146,90.306,23.887,-102.233,3.427,0.084,3.86
Cell_0005,01/27/2024,beam_misalignment,-1,0.788,12.766,-94.193,-13.269,5.894,1.383,17.187,7.293,11.502,0.198,22.669,29.373,8.0,0.823,0.238,0.832,12.0,21.0,0.374,90.571,94.154,89.667,20.925,-89.523,4.261,0.076,3.93
Cell_0005,01/28/2024,beam_misalignment,-1,0.764,11.986,-100.11,-12.637,5.222,1.161,16.451,9.337,11.488,0.25,21.199,31.169,5.0,0.834,0.255,0.66,9.0,14.0,0.456,90.906,91.112,87.242,19.805,-93.516,4.498,0.067,4.15
Cell_0005,01/29/2024,beam_misalignment,-1,1.0,13.842,-90.67,-12.963,5.122,0.686,14.219,7.324,13.889,0.213,23.978,35.572,7.0,0.968,0.204,0.811,10.0,21.0,0.384,93.529,94.397,86.613,29.597,-100.672,7.466,0.032,6.16
Cell_0005,01/30/2024,beam_misalignment,-1,0.994,10.814,-93.537,-13.978,4.783,0.738,13.973,23.244,12.477,0.207,28.812,36.954,10.0,0.796,0.224,0.83,13.0,18.0,0.361,89.789,91.186,89.212,23.479,-104.026,6.482,0.032,3.64
Cell_0006,01/01/2024,beam_misalignment,-1,1.0,7.609,-86.656,-8.813,7.253,1.58,14.393,17.587,9.332,0.325,28.172,30.538,7.0,2.054,0.268,0.696,9.0,20.0,0.647,92.052,87.213,86.903,24.736,-101.81,4.591,0.087,-3.27
Cell_0006,01/02/2024,beam_misalignment,-1,1.0,8.693,-86.328,-9.268,7.381,1.637,12.231,6.953,11.413,0.255,24.426,38.846,8.0,2.054,0.269,0.73,20.0,15.0,0.589,92.501,88.76,85.936,29.633,-96.359,4.509,0.103,-2.38
Cell_0006,01/03/2024,beam_misalignment,-1,0.948,8.236,-87.817,-10.166,7.229,2.236,14.637,9.003,9.555,0.389,24.717,38.804,8.0,2.044,0.241,0.756,13.0,18.0,0.543,96.22,89.675,88.254,20.552,-107.269,3.232,0.123,-2.61
Cell_0006,01/04/2024,beam_misalignment,-1,0.972,7.723,-78.932,-8.857,7.08,0.964,16.27,9.684,12.413,0.314,33.986,30.807,7.0,1.707,0.344,0.664,12.0,21.0,0.602,94.998,87.682,85.973,28.061,-103.367,7.344,0.075,-2.9
Cell_0006,01/05/2024,beam_misalignment,-1,0.917,6.862,-87.203,-9.127,6.88,2.22,11.668,8.246,12.675,0.354,25.753,32.271,9.0,1.673,0.292,0.689,14.0,21.0,0.591,96.499,92.397,86.475,23.394,-103.966,3.099,0.149,-3.46
Cell_0006,01/06/2024,beam_misalignment,-1,0.846,6.614,-85.654,-10.14,7.928,1.849,16.634,5.935,9.996,0.324,28.196,29.497,7.0,1.741,0.239,0.765,7.0,21.0,0.54,94.371,88.243,87.445,17.218,-99.767,4.288,0.104,-5.28
Cell_0006,01/07/2024,beam_misalignment,-1,0.769,8.115,-85.773,-9.169,8.109,0.898,14.318,8.879,9.641,0.318,22.299,26.932,8.0,1.051,0.281,0.725,13.0,16.0,0.584,91.601,91.847,85.066,18.439,-97.748,9.029,0.057,-4.05
Cell_0006,01/08/2024,beam_misalignment,-1,0.99,7.307,-90.43,-9.869,7.311,1.127,14.766,11.046,10.439,0.336,33.469,41.743,9.0,1.945,0.237,0.8,8.0,23.0,0.561,93.913,89.083,82.169,26.976,-99.469,6.486,0.059,-3.66
Cell_0006,01/09/2024,beam_misalignment,-1,1.0,8.395,-87.322,-9.564,6.563,1.715,14.063,8.123,11.058,0.33,33.584,31.735,7.0,2.095,0.331,0.672,12.0,17.0,0.615,95.742,86.579,84.983,30.876,-99.405,3.828,0.131,-1.45
Cell_0006,01/10/2024,beam_misalignment,-1,0.974,6.578,-78.568,-9.298,8.694,2.082,12.27,20.517,11.402,0.318,26.864,33.633,8.0,1.479,0.281,0.723,8.0,22.0,0.601,93.246,87.35,87.054,20.781,-102.846,4.175,0.116,-6.46
Cell_0006,01/11/2024,beam_misalignment,-1,0.957,9.125,-88.77,-8.776,6.723,1.891,13.647,7.328,7.209,0.327,23.052,39.217,9.0,2.025,0.243,0.778,12.0,14.0,0.512,92.959,89.698,86.933,16.071,-100.08,3.555,0.106,-0.96
Cell_0006,01/12/2024,beam_misalignment,-1,0.991,8.394,-87.742,-10.145,6.296,2.189,17.912,9.04,9.308,0.346,24.133,34.178,9.0,2.274,0.298,0.737,14.0,15.0,0.507,94.399,91.229,88.031,21.207,-104.787,2.877,0.148,-1.05
Cell_0006,01/13/2024,beam_misalignment,-1,0.864,7.949,-89.286,-9.458,5.888,2.445,13.184,7.583,10.228,0.348,23.879,27.904,6.0,1.691,0.266,0.695,8.0,22.0,0.567,92.448,92.547,85.048,24.906,-98.647,2.408,0.15,-0.88
Cell_0006,01/14/2024,beam_misalignment,-1,0.785,9.196,-84.088,-8.336,7.445,1.842,12.454,9.724,9.587,0.33,28.083,28.724,5.0,1.5,0.232,0.718,14.0,19.0,0.574,94.047,89.612,88.439,15.647,-103.411,4.042,0.097,-1.97
Cell_0006,01/15/2024,beam_misalignment,-1,1.0,8.618,-75.817,-9.825,7.212,1.8,15.016,19.0,6.209,0.353,28.839,38.507,7.0,1.459,0.287,0.781,10.0,18.0,0.616,93.613,87.278,86.046,29.949,-105.929,4.007,0.105,-2.2
Cell_0006,01/16/2024,beam_misalignment,-1,1.0,7.497,-84.264,-9.572,8.132,2.131,14.679,8.864,7.804,0.312,30.511,34.236,10.0,2.034,0.286,0.742,2.0,20.0,0.602,92.578,89.881,86.765,29.088,-101.228,3.817,0.139,-4.7
Cell_0006,01/17/2024,beam_misalignment,-1,1.0,7.932,-83.429,-8.337,7.822,1.654,14.328,8.373,8.756,0.417,33.993,37.611,9.0,1.483,0.312,0.679,8.0,14.0,0.656,95.329,87.908,87.278,25.969,-109.139,4.73,0.118,-3.8
Cell_0006,01/18/2024,beam_misalignment,-1,0.987,6.325,-87.038,-9.273,7.586,2.39,14.828,10.399,10.7,0.387,30.023,30.344,7.0,1.827,0.277,0.724,13.0,11.0,0.546,94.703,90.084,83.36,23.184,-95.402,3.174,0.148,-5.05
Cell_0006,01/19/2024,beam_misalignment,-1,0.951,8.709,-83.967,-10.707,7.172,2.344,15.76,8.95,10.176,0.359,28.823,29.418,8.0,1.785,0.278,0.706,10.0,16.0,0.543,92.833,87.7,84.006,24.308,-98.149,3.06,0.148,-2.05
Cell_0006,01/20/2024,beam_misalignment,-1,0.862,7.638,-78.565,-10.246,8.19,1.676,13.937,10.186,9.857,0.252,27.531,29.359,7.0,0.764,0.28,0.728,16.0,16.0,0.518,93.467,85.647,83.949,23.483,-100.015,4.886,0.105,-4.65
Cell_0006,01/21/2024,beam_misalignment,-1,0.782,6.315,-83.111,-9.237,8.749,0.759,15.094,8.569,12.189,0.353,24.185,29.496,5.0,1.454,0.327,0.634,5.0,17.0,0.616,92.987,91.737,87.567,20.934,-107.966,11.534,0.057,-6.81
Cell_0006,01/22/2024,beam_misalignment,-1,0.98,6.941,-74.786,-9.418,8.116,1.632,16.322,8.216,12.188,0.315,29.177,37.579,8.0,2.393,0.264,0.769,10.0,19.0,0.574,92.3,88.978,85.205,30.071,-104.221,4.972,0.099,-5.23
